f,mag,re,im
7348,46.28842315,-28.671892,-36.339245
7349,43.40616527,-43.382638,-1.428952
7350,17.776389,17,5.196153
7351,17.67838233,-11.508218,13.419617
7352,38.65749736,-28.387651,26.24011
7353,8.320794228,5.11781,6.560765
7354,48.21654131,-35.483671,32.645734
7355,51.7429131,-29.046317,42.821029
7356,11.00994313,0.873611,-10.975229
7357,45.00811095,-14.547413,42.592286
7358,56.37905615,41.874468,-37.750853
7359,17.45663295,5.378559,16.607382
7360,53.83328565,30.987945,-44.020108
7361,66.63898293,48.561714,-45.63457
7362,38.4688451,4.947123,-38.149417
7363,41.71525716,-12.274963,-39.868383
7364,43.83450854,22.048684,-37.885613
7365,56.96466234,28.695428,-49.209198
7366,30.75570741,15.008893,-26.844863
7367,11.6152617,-9.544814,-6.618975
7368,37.36073605,28.578914,-24.063879
7369,69.07422964,-52.968497,-44.334947
7370,44.65639318,-35.780878,-26.719323
7371,38.49242481,0.339228,-38.49093
7372,14.1116918,-14.009955,-1.691451
7373,30.28880816,-9.708735,28.690632
7374,24.21382852,-24.211987,-0.298625
7375,17.25999551,8.887269,14.796077
7376,42.15077143,-28.129429,31.391444
7377,32.41051047,17.670714,-27.169598
7378,27.86824638,26.249232,-9.360394
7379,34.14660509,28.735592,18.44604
7380,12.16914935,-0.396904,12.162675
7381,44.16127964,40.141691,-18.408239
7382,69.09095693,53.038665,-44.277086
7383,38.38562129,-4.335842,-38.139958
7384,33.04923581,16.915558,-28.39218
7385,41.21699224,26.312397,-31.725356
7386,13.38373517,0.349079,-13.379182
7387,48.37696217,-29.584488,-38.276475
7388,81.55494117,-35.946973,-73.205352
7389,42.16691086,-37.239596,-19.780315
7390,12.34172049,-3.841264,-11.728715
7391,36.42946823,-3.849538,-36.225505
7392,21.91149736,-21.906159,0.483647
7393,25.26227501,11.486667,22.499756
7394,31.91530184,-4.001545,31.663451
7395,30.95464572,-23.227512,20.461495
7396,61.12692931,52.313342,31.619863
7397,48.23601935,47.154043,10.159222
7398,43.48783748,42.199966,-10.504993
7399,27.52381566,26.582056,7.138258
7400,23.42404672,22.920934,4.828742
7401,54.1854377,-0.116714,-54.185312
7402,19.4985365,-14.431542,-13.111961
7403,39.54536399,-10.97191,-37.992802
7404,55.25871702,0.603262,-55.255424
7405,74.42677668,-58.261958,-46.31295
7406,62.34863536,-61.529341,-10.07435
7407,55.57322678,-24.674048,-49.79533
7408,63.24434174,-26.092528,-57.610995
7409,69.16741174,-62.871218,-28.832981
7410,78.75301339,-37.155716,-69.436949
7411,80.01126482,-64.694041,-47.079545
7412,62.26439369,-29.715188,-54.716198
7413,52.10787672,-37.636905,-36.0374
7414,24.71546682,10.540861,-22.354967
7415,52.61396001,47.468554,-22.692844
7416,44.90683502,39.102153,-22.082696
7417,45.1083015,43.446369,-12.131442
7418,26.74528586,26.274419,4.996521
7419,68.91802662,33.808588,-60.055589
7420,49.35787081,49.04035,-5.589587
7421,67.15482148,42.346699,-52.120314
7422,60.63244321,47.439999,-37.758968
7423,19.82884227,13.696217,-14.338641
7424,99.3132868,13.693652,-98.364693
7425,56.65839349,26.845965,-49.894566
7426,39.90959425,0.868,-39.900154
7427,26.23494234,-23.238114,-12.176299
7428,53.70550425,-37.10872,-38.822984
7429,32.29217861,-30.346814,-11.038826
7430,33.26955144,-18.375784,-27.73434
7431,27.53919974,-27.495067,1.558465
7432,67.69453221,-40.005998,-54.608331
7433,23.76109892,-20.97312,-11.167724
7434,48.09807787,27.466902,39.484103
7435,18.15404095,-8.513738,-16.033885
7436,30.45978894,30.27697,3.332241
7437,35.16676546,10.081206,33.69081
7438,54.71675863,21.764492,-50.201898
7439,44.87488818,30.095872,-33.286545
7440,38.45076767,-1.107419,-38.434817
7441,30.77549956,13.45018,-27.680752
7442,49.37247375,45.339406,19.544294
7443,48.32737255,25.792494,-40.869086
7444,72.13658873,45.022472,-56.361906
7445,39.35866206,-28.09018,-27.568933
7446,59.84580386,-22.152675,-55.594777
7447,24.51447752,5.477924,-23.894601
7448,25.71898946,-20.681334,15.288847
7449,84.96687453,-84.396628,-9.827459
7450,36.28716313,-6.80335,-35.64369
7451,35.58740993,-34.107272,10.15666
7452,41.4836678,-34.218555,-23.451763
7453,30.85585571,-16.090639,-26.32822
7454,6.448616775,3.610452,-5.343154
7455,10.38488937,8.750147,5.592929
7456,23.05289313,21.501295,8.314457
7457,48.00890336,40.785047,-25.326562
7458,65.75018436,54.307261,-37.064918
7459,60.1320865,54.550632,-25.300126
7460,41.67693316,26.72056,31.984034
7461,50.24246108,6.160003,-49.863406
7462,69.35337623,58.574218,-37.13424
7463,57.70390021,57.382581,-6.081077
7464,67.25233637,53.530843,-40.710264
7465,29.5166869,-15.261675,-25.264918
7466,44.6112701,-12.572534,-42.803
7467,9.24991908,8.797075,-2.858754
7468,26.28411545,-2.19752,-26.192091
7469,41.93120041,-31.242634,-27.966469
7470,26.00924034,-19.289525,-17.446914
7471,30.75144354,-22.516633,20.944033
7472,57.04159359,-56.583835,-7.212005
7473,8.911379644,-7.713429,4.462701
7474,15.49846538,-13.165796,8.177056
7475,42.81141671,28.012805,32.374375
7476,50.37256796,6.538519,-49.946405
7477,22.98496673,22.515373,-4.62241
7478,56.05554651,55.967493,3.140704
7479,24.29131159,24.16211,2.502051
7480,80.39395187,53.181552,60.290215
7481,13.04379045,12.043133,-5.010331
7482,55.62457428,22.34036,-50.941158
7483,54.63681548,4.500938,-54.451108
7484,62.94291143,8.901278,-62.310331
7485,60.84891059,-12.495825,-59.55203
7486,26.64065394,-2.552081,-26.518132
7487,65.23316302,-2.259119,-65.194033
7488,19.84596522,-18.880512,-6.114622
7489,55.85658059,-46.790871,-30.505278
7490,25.6241711,-25.181071,4.744661
7491,34.20229474,33.040235,-8.839674
7492,48.74474048,-22.366528,43.31037
7493,29.2014239,-14.7439,-25.205963
7494,35.33428004,-21.799195,27.808388
7495,35.6921567,30.487474,18.559202
7496,55.74076946,31.723255,45.83305
7497,74.15803316,25.885514,69.493554
7498,22.33136181,22.302474,-1.135506
7499,39.1530279,36.371744,14.493303
7500,255.0837098,37.027083,-252.38204
7501,12.75243302,12.373194,3.086846
7502,48.83901482,17.658523,-45.534887
7503,64.08691511,43.252805,-47.289825
7504,56.5603801,-10.368552,-55.601886
7505,24.61999365,9.476298,-22.723201
7506,49.81731503,-18.604837,-46.212822
7507,55.4465853,-53.668411,-13.929303
7508,47.01302205,26.893702,-38.56103
7509,78.86861942,-78.581353,-6.725332
7510,70.42762863,-53.445215,-45.865672
7511,55.31947244,-55.231327,3.121626
7512,31.57856357,-30.973319,-6.152982
7513,20.19396752,-12.933462,15.508768
7514,47.4210144,-46.768391,7.840294
7515,27.95707806,17.339456,21.930378
7516,17.7377134,17.693453,-1.252277
7517,60.82753251,60.764379,2.771093
7518,54.86972398,48.03654,-26.517493
7519,30.96404807,23.444985,-20.226343
7520,107.7902378,55.092878,-92.647235
7521,31.47086061,26.449578,-17.053882
7522,55.65310588,10.202483,-54.70994
7523,81.87408825,-49.308144,-65.361099
7524,65.3699267,17.819271,-62.894363
7525,85.05944225,-16.763765,-83.391156
7526,97.86798219,-40.344189,-89.165511
7527,53.95795601,-19.852687,-50.173019
7528,63.49363529,-51.903188,-36.571858
7529,38.57768785,4.978586,-38.255087
7530,48.12983591,-31.171042,-36.672159
7531,10.21796272,-9.966916,-2.251077
7532,40.80500525,-39.52846,10.126663
7533,52.72914011,-36.674144,37.886269
7534,63.17629535,-51.334757,36.823729
7535,38.68295199,-20.351122,32.896848
7536,27.41978839,12.601425,24.352595
7537,45.8551474,20.900406,-40.815041
7538,51.98351869,36.517183,-36.997048
7539,44.69730462,2.91499,-44.602151
7540,78.23186752,48.942935,-61.031256
7541,38.07946328,-13.233775,-35.70592
7542,78.43527796,33.149796,-71.08575
7543,49.42675568,32.11605,-37.57078
7544,53.15635719,1.541646,-53.133997
7545,50.96868581,-10.648529,-49.843914
7546,67.12498329,-39.452302,-54.307267
7547,48.55693518,-43.868973,-20.815599
7548,56.96339188,-22.542575,-52.313099
7549,45.96456143,-33.544202,-31.424949
7550,7.2716911,-4.871801,5.39843
7551,63.44228344,-56.920964,28.016552
7552,65.69776614,-61.467387,23.193896
7553,9.437214394,-4.926372,8.04934
7554,25.39681859,12.663667,22.014312
7555,19.30105682,11.918087,-15.181897
7556,8.902097518,-7.54887,-4.718252
7557,44.84393653,43.813315,-9.558874
7558,40.82378655,26.54074,-31.018876
7559,32.51090711,12.179798,-30.143185
7560,69.21531775,29.111941,-62.795343
7561,43.52958381,41.43717,-13.333627
7562,77.50381508,26.455705,-72.848727
7563,39.24611347,8.603589,-38.291457
7564,83.06763098,-32.648446,-76.382657
7565,12.77876525,-8.211834,-9.790946
7566,51.50302139,-17.783575,-48.335346
7567,65.40600716,-4.013957,-65.282723
7568,23.23373092,3.884725,-22.906662
7569,13.85843241,6.863759,-12.039309
7570,52.33059862,-50.842942,-12.388979
7571,25.22473624,-20.64632,-14.491956
7572,62.15114532,-57.175896,-24.365586
7573,52.00879508,-51.977207,-1.812379
7574,23.8709931,-23.099195,6.020922
7575,16.85806398,-16.486475,3.520009
7576,8.373898289,-3.715334,7.504563
7577,70.94160914,65.099472,-28.191677
7578,19.31737465,4.994858,-18.660449
7579,49.19814011,31.105184,-38.117247
7580,65.2373874,61.153499,-22.719293
7581,48.82120126,27.800789,-40.132603
7582,51.09697328,28.626447,-42.325255
7583,7.57143261,-3.828558,-6.532131
7584,104.9921271,-31.750637,-100.07619
7585,73.09940025,-44.80623,-57.757459
7586,107.7954984,-48.596236,-96.219932
7587,100.5163114,-65.351051,-76.372567
7588,127.9841097,-79.42909,-100.354133
7589,97.60608649,-17.293992,-96.061782
7590,55.75388447,-22.011494,-51.224894
7591,15.59252128,-3.950546,15.083763
7592,48.40591481,-9.707154,47.422608
7593,25.06291777,-16.449866,18.909039
7594,35.34756787,-32.616042,13.625137
7595,28.59591916,-12.153293,-25.884823
7596,34.21623133,25.01568,23.344512
7597,18.20249117,5.935447,-17.20759
7598,50.69584873,40.936586,-29.904264
7599,68.73653092,64.641776,-23.369884
7600,70.36925355,37.290648,-59.676121
7601,79.22015546,54.660776,-57.341369
7602,105.0287635,92.036535,-50.599579
7603,81.08574073,2.95652,-81.031823
7604,81.375445,-35.821356,-73.067048
7605,49.17672964,-4.370614,-48.982124
7606,60.68384665,-37.789002,-47.481792
7607,95.49216395,-66.181044,-68.839108
7608,69.12858155,-29.135903,-62.688595
7609,32.03765008,-29.325906,-12.8997
7610,38.92313768,-38.754462,3.619713
7611,82.16569116,-82.140492,2.034792
7612,27.91347168,-27.732613,-3.172393
7613,11.25675231,-10.809696,-3.140851
7614,11.72442274,-10.632621,4.940593
7615,22.5723556,22.385498,-2.898399
7616,38.73180237,-4.090519,-38.515194
7617,40.95209016,40.779131,3.759809
7618,67.64930728,58.087899,-34.673113
7619,36.65394075,25.012173,-26.793704
7620,87.86422906,34.997986,-80.593199
7621,32.37857204,21.824955,-23.917426
7622,66.0994999,32.21724,-57.716491
7623,42.40190082,2.267772,-42.341214
7624,69.91636281,-19.969074,-67.003984
7625,72.16482225,-55.50644,-46.117206
7626,43.85895921,-19.39061,-39.339707
7627,57.27588494,-36.119688,-44.451042
7628,79.09008188,-32.757059,-71.987611
7629,63.67688698,-26.670857,-57.822239
7630,72.49860964,-9.172398,-71.916031
7631,33.67518873,-20.828914,-26.460814
7632,42.58094693,-30.086876,30.13166
7633,13.80689017,10.945224,8.416192
7634,40.14268114,-34.842417,19.935918
7635,31.37848235,31.316715,-1.967871
7636,33.15601961,14.375114,29.877713
7637,22.31007209,21.014301,-7.492561
7638,18.49437323,14.73725,11.173867
7639,49.56259288,48.034002,-12.214142
7640,62.00832342,41.957179,-45.657719
7641,76.07921989,52.581315,-54.984116
7642,62.11128446,51.304546,-35.009359
7643,40.05017843,38.552922,-10.848456
7644,63.39819417,9.801488,-62.635947
7645,83.33378318,-3.741129,-83.249765
7646,58.37693832,-32.456883,-48.522342
7647,82.2439933,-20.956261,-79.5293
7648,72.42052431,-47.82517,-54.382768
7649,40.98729417,-17.049678,-37.272869
7650,49.76969232,-49.651225,-3.431928
7651,41.26892839,-32.16638,25.85437
7652,48.37029163,-48.329829,1.978065
7653,24.44317138,-16.639168,17.905494
7654,9.060851928,-1.088974,-8.995175
7655,10.86916955,-2.808238,10.500126
7656,59.30434096,38.814372,44.838035
7657,51.21628005,43.904094,-26.373052
7658,67.42840097,51.483385,-43.54366
7659,68.75143735,59.145633,-35.050738
7660,100.25574,65.503544,-75.897952
7661,60.93862748,30.76905,-52.600208
7662,70.30912732,47.546106,-51.795185
7663,41.23050943,-1.388971,-41.207107
7664,55.86362464,1.665325,-55.838797
7665,32.132409,-14.872924,-28.483115
7666,73.32365808,-11.446634,-72.424674
7667,57.02051222,-49.571409,-28.178258
7668,90.15568886,-65.390199,-62.065853
7669,113.2227307,-66.293434,-91.785442
7670,59.25994959,-48.802331,-33.616575
7671,40.59519396,-40.594638,-0.212458
7672,14.86467334,1.926737,14.739274
7673,26.41132595,17.691091,19.610799
7674,18.8438972,17.424019,7.176073
7675,38.65476383,37.934835,-7.425568
7676,266.4153616,49.067037,-261.857921
7677,49.85129143,49.835756,-1.24446
7678,23.57443368,23.271609,3.766449
7679,21.80837842,-15.130589,-15.705752
7680,55.09512053,27.33675,-47.834866
7681,55.32760036,3.743829,-55.200789
7682,94.63551601,49.0083,-80.957195
7683,48.91502136,32.653232,-36.420403
7684,101.3346968,26.397802,-97.835969
7685,69.05301982,9.424855,-68.40681
7686,49.39183994,21.998566,-44.222358
7687,55.47597258,-44.815168,-32.698383
7688,87.89698814,-83.451388,-27.599753
7689,55.611674,-53.257316,-16.00989
7690,82.19235741,-81.169236,-12.928215
7691,53.02450102,-30.976747,-43.035321
7692,63.91580631,-3.913451,-63.795887
7693,73.52247381,-71.505249,17.104196
7694,55.17166869,-42.451241,35.239256
7695,35.15626313,32.646007,-13.046113
7696,53.58293433,36.582484,-39.151663
7697,61.33952753,44.411274,-42.310476
7698,77.56953724,77.242081,-7.119974
7699,59.16571598,52.081718,-28.072702
7700,35.66878256,16.667964,-31.534759
7701,38.50213154,10.315496,-37.094537
7702,83.64458114,55.717475,-62.385727
7703,113.4623324,10.158227,-113.006687
7704,93.98625919,7.036248,-93.722506
7705,92.09938234,-63.486008,-66.721983
7706,85.96282593,-43.388051,-74.209733
7707,66.22742535,-52.093833,-40.893819
7708,61.93478873,-41.759332,-45.73922
7709,29.37319563,-9.854969,-27.670638
7710,42.20854944,-40.928829,-10.314679
7711,60.94060764,-44.711385,-41.408329
7712,45.41178443,-34.893419,-29.06337
7713,33.80729533,-18.324966,28.410013
7714,49.38460461,43.424454,-23.519268
7715,24.98664068,12.58762,-21.584347
7716,18.26523096,2.712923,18.062633
7717,29.0928917,21.79612,-19.269808
7718,44.75407476,44.673162,2.689945
7719,12.93922977,12.908138,0.89646
7720,48.26955033,42.80786,-22.303287
7721,38.25431515,22.928802,-30.621278
7722,54.23097953,22.304647,-49.43179
7723,54.27698758,15.758081,-51.93914
7724,53.985129,25.121634,-47.783864
7725,86.17733916,-35.13248,-78.690804
7726,92.68639301,-36.647194,-85.133722
7727,20.87074366,-19.509275,-7.414589
7728,57.56202188,-37.532045,-43.643235
7729,108.0660728,-98.635388,-44.151289
7730,53.70867124,-48.434453,23.210453
7731,55.82621188,-55.573398,-5.306917
7732,21.52233689,-20.093689,-7.710684
7733,48.14602929,-35.751641,-32.246865
7734,40.55466795,31.941747,24.988115
7735,32.76960771,23.958041,22.357537
7736,50.37610755,-13.647654,-48.492203
7737,48.43247602,46.159404,14.663361
7738,25.60222771,-3.634363,-25.342957
7739,93.94946593,62.168278,-70.438678
7740,101.8452377,61.9244,-80.856794
7741,129.3035704,96.943147,-85.565411
7742,92.94626298,36.332395,-85.550949
7743,88.24711072,52.015855,-71.28747
7744,65.91834906,14.649564,-64.269892
7745,54.02799876,-3.646989,-53.904769
7746,76.48422394,6.385048,-76.21724
7747,66.42647817,-45.214094,-48.663772
7748,107.3389209,-66.404945,-84.332836
7749,56.68288293,-40.816599,-39.331342
7750,75.83674143,-55.648713,-51.521181
7751,54.20766135,-52.76524,12.421755
7752,48.43780962,-48.416328,-1.442423
7753,36.12452874,-18.377111,-31.100858
7754,41.09663249,-16.579709,37.603809
7755,21.47689549,15.005677,-15.365113
7756,43.71648107,42.442987,10.474902
7757,45.33748283,44.719089,-7.462602
7758,36.93242536,28.739253,-23.196107
7759,32.45128978,31.881491,-6.054481
7760,90.06312389,37.489981,-81.889362
7761,56.06203113,25.056757,-50.150875
7762,71.75453413,-3.855459,-71.65088
7763,137.1698637,33.236128,-133.082423
7764,106.9787817,31.499377,-102.236241
7765,86.47469424,5.539311,-86.297096
7766,110.0285813,-23.593278,-107.469279
7767,63.05917739,-7.48373,-62.613526
7768,48.89708567,-26.070405,-41.367366
7769,6.048144031,-4.924082,-3.511903
7770,51.01227653,-50.988278,-1.564565
7771,52.74839342,-52.457186,-5.535038
7772,34.55520578,-27.113766,21.42209
7773,66.97285056,-65.650805,13.241394
7774,23.73768577,-9.56277,-21.726278
7775,21.35343066,17.172746,-12.69117
7776,47.00824659,31.813939,-34.607059
7777,14.73277973,7.050792,-12.93604
7778,23.0925045,22.061525,-6.822967
7779,92.75625746,63.19947,-67.893669
7780,105.3387611,74.887125,-74.082205
7781,136.2976987,63.61371,-120.541937
7782,66.07686532,4.349141,-65.933581
7783,75.83471284,29.902481,-69.690353
7784,66.54076409,7.649249,-66.099639
7785,47.98279499,1.983881,-47.941765
7786,61.42813675,-32.03597,-52.412905
7787,84.41600119,-24.913323,-80.655983
7788,60.09134659,-60.09061,-0.297532
7789,47.85846282,-40.641591,-25.272387
7790,35.69779556,-20.650464,-29.118567
7791,77.50582233,-76.026852,-15.068851
7792,22.43474133,-21.931769,4.723889
7793,19.41602864,-19.228916,2.689044
7794,22.47458024,-20.035052,10.183489
7795,23.31902256,15.893954,-17.063383
7796,41.77362573,21.193132,-35.99843
7797,36.18052665,31.31491,-18.122001
7798,88.06652055,75.003102,-46.154596
7799,93.62291653,78.267375,-51.375758
7800,66.37586981,63.341872,-19.838431
7801,101.6992299,59.498418,-82.47831
7802,37.64938231,11.329729,-35.904223
7803,74.88177153,-7.020835,-74.551912
7804,112.5947097,1.665027,-112.582398
7805,114.042534,-30.332882,-109.934598
7806,135.8471118,-41.172328,-129.457627
7807,106.8491073,-53.627102,-92.416804
7808,61.74410573,-33.091338,-52.127708
7809,81.07723523,-66.96939,-45.70141
7810,51.75686608,-45.883671,-23.947065
7811,50.08087994,-35.472172,-35.352787
7812,32.09770436,-31.794213,4.403481
7813,48.27712509,-39.586743,-27.632781
7814,18.62774079,-5.20543,17.885643
7815,22.82409347,19.421177,-11.989876
7816,30.05764701,27.389629,12.380241
7817,51.92725738,44.272971,-27.135661
7818,74.73766792,42.576743,-61.424262
7819,91.07235252,56.220759,-71.647747
7820,76.83771091,40.381864,-65.37078
7821,110.3672176,-20.715039,-108.405765
7822,106.6464286,5.690013,-106.494528
7823,92.85241239,2.675872,-92.813847
7824,122.1525245,-6.208097,-121.994667
7825,97.51072791,-32.991615,-91.759988
7826,86.63449278,-61.201416,-61.318203
7827,81.47668227,-34.859875,-73.642643
7828,78.40525792,-64.140396,-45.093171
7829,44.86505987,-33.640212,-29.685177
7830,107.165033,-103.485399,-27.840914
7831,52.63587766,-48.007784,-21.582129
7832,8.098203536,-1.448787,7.967554
7833,34.32483374,-31.145621,14.427214
7834,40.94770691,27.778,30.084837
7835,36.17119323,36.093053,2.376288
7836,37.12492259,36.164456,-8.389994
7837,66.67117877,57.113443,-34.396231
7838,129.6622849,123.007886,-41.004489
7839,103.5792196,81.890181,-63.424388
7840,130.8134084,74.335493,-107.640059
7841,111.7474911,35.258777,-106.03924
7842,122.6021173,18.823393,-121.1485
7843,82.07844748,-4.760881,-81.940256
7844,106.2868591,14.278159,-105.323457
7845,113.2491392,-35.710947,-107.471372
7846,90.56123058,-30.391368,-85.309444
7847,95.66555036,-11.533973,-94.967705
7848,107.9705347,-18.305658,-106.407421
7849,23.20723006,-21.569153,8.564296
7850,17.35969466,-10.559993,13.778445
7851,39.60473047,-24.626359,31.017368
7852,290.8959708,2.961546,-290.880895
7853,46.38369493,-17.73644,42.858673
7854,30.38562611,12.250714,27.806587
7855,42.80251001,-28.408567,-32.015749
7856,0.945941662,0.675162,0.662542
7857,71.27537985,42.731519,-57.04557
7858,57.65256344,8.409862,-57.035886
7859,100.4480388,35.538929,-93.951014
7860,141.4243695,70.686528,-122.491906
7861,121.3990343,53.863258,-108.795565
7862,98.82913698,34.458353,-92.627319
7863,114.8892444,17.368552,-113.568798
7864,107.2932323,-15.285066,-106.198891
7865,81.7317952,-7.628548,-81.375006
7866,121.7094738,-45.237561,-112.990084
7867,117.8228643,-75.656842,-90.32314
7868,107.6500804,-67.737852,-83.666739
7869,115.3458724,-64.554551,-95.589645
7870,94.3191598,-88.878735,-31.57015
7871,89.24831122,-89.219498,-2.267649
7872,79.86007919,-61.482503,-50.966009
7873,27.18657381,-23.789231,13.159874
7874,31.95459501,26.16931,-18.337485
7875,21.04612329,8.818623,-19.109453
7876,39.34516892,32.117712,-22.726524
7877,62.1256414,61.287338,-10.171407
7878,78.90236107,37.55347,-69.392503
7879,76.72790269,38.9208,-66.12369
7880,69.37647667,24.220986,-65.011071
7881,110.6461304,48.48192,-99.458884
7882,109.9137165,23.920802,-107.27917
7883,78.5219793,28.294548,-73.246978
7884,101.296778,-10.916576,-100.70683
7885,136.7762913,-35.893443,-131.98263
7886,113.9758628,-47.082254,-103.796718
7887,126.9310918,-63.457642,-109.930113
7888,102.3827229,-72.492954,-72.29795
7889,57.6736893,-40.851234,-40.71156
7890,94.81749019,-82.767116,-46.259712
7891,54.80865456,-33.102745,-43.682913
7892,35.25699159,-7.4671,-34.457189
7893,24.54337969,6.932987,-23.543814
7894,32.24362941,-29.686537,-12.584163
7895,31.58487783,30.214261,-9.20342
7896,66.52011273,-5.268521,-66.311146
7897,74.31993686,53.371953,-51.719316
7898,54.37873212,39.72298,-37.136658
7899,113.6144587,69.793298,-89.650102
7900,111.6797946,94.739654,-59.133531
7901,146.7387351,96.404273,-110.62763
7902,77.7553053,40.243352,-66.530896
7903,89.32321063,-12.141939,-88.49412
7904,122.4771113,-5.625708,-122.347841
7905,105.6215202,-39.669265,-97.888993
7906,112.5469742,-48.361094,-101.626896
7907,107.2665138,-67.333702,-83.500165
7908,82.66825252,-55.34726,-61.406195
7909,87.49834937,-56.946396,-66.430935
7910,48.36674118,-44.507502,-18.932087
7911,66.23205486,-47.848417,-45.79535
7912,47.13993285,-46.542422,-7.481726
7913,41.030813,-37.375376,16.929527
7914,9.220644238,8.611863,-3.294859
7915,25.7996911,2.249968,-25.701395
7916,96.59682944,87.400723,-41.13467
7917,71.98928732,65.729402,-29.361594
7918,66.24155954,44.074946,-49.450413
7919,103.0077004,58.582332,-84.72719
7920,100.7382264,79.689575,-61.625984
7921,107.870226,60.637213,-89.213867
7922,95.91564297,36.312658,-88.776131
7923,154.1885638,18.20523,-153.110035
7924,124.4755695,16.455447,-123.383085
7925,106.1989867,-19.919169,-104.314196
7926,129.9663905,-54.40386,-118.031702
7927,119.6083853,-21.154801,-117.722726
7928,112.0857611,-106.544778,-34.805576
7929,110.651736,-108.124353,-23.514484
7930,97.32171287,-74.199208,-62.976133
7931,81.23987635,-75.541378,-29.890094
7932,52.40514545,-37.817128,-36.278976
7933,31.11670341,-29.298837,-10.479856
7934,39.74790289,-35.237087,18.391397
7935,27.64425732,-4.407913,-27.290571
7936,64.80662911,48.705174,-42.751669
7937,52.41269471,-29.131327,-43.571279
7938,118.5987682,69.159052,-96.346735
7939,127.7208415,34.566848,-122.954245
7940,192.4848656,88.425837,-170.97162
7941,180.569348,61.74005,-169.686345
7942,191.9103708,72.517927,-177.681571
7943,193.0059037,59.395642,-183.63942
7944,181.5124026,54.977283,-172.986273
7945,142.8659109,17.200274,-141.826722
7946,101.4639731,-1.206724,-101.456797
7947,133.070647,15.440505,-132.171812
7948,70.64009268,-26.621553,-65.431763
7949,115.0636487,-61.13772,-97.477292
7950,76.10507274,-66.976288,-36.140821
7951,46.1633322,-35.14197,-29.934849
7952,45.54810648,-44.873678,-7.809163
7953,24.19728118,-23.058075,-7.337138
7954,23.22779813,1.537138,23.176881
7955,11.64313792,-6.567154,-9.61432
7956,49.66662992,4.617092,-49.451558
7957,84.2506466,48.328646,-69.010966
7958,161.4562955,121.775034,-106.014039
7959,122.1578561,93.764855,-78.298747
7960,164.7602089,100.778108,-130.344541
7961,149.288563,83.993229,-123.41885
7962,155.5984027,73.683805,-137.045831
7963,145.144588,12.881299,-144.571863
7964,145.8897004,-24.593146,-143.801884
7965,136.8111673,-47.438749,-128.323266
7966,112.4067509,-36.478829,-106.322964
7967,117.4100752,-32.646718,-112.779952
7968,115.0559102,-73.541276,-88.484706
7969,121.2268275,-83.300987,-88.073204
7970,70.63412051,-57.919153,-40.429577
7971,57.66342725,-41.792207,-39.730118
7972,47.28859092,-46.55773,-8.281824
7973,8.252149587,6.043352,-5.619241
7974,8.565236785,-7.663661,-3.825125
7975,40.52892778,11.382735,-38.897652
7976,49.41432332,5.256566,-49.133938
7977,78.2026742,63.155431,-46.11995
7978,113.5416881,73.873701,-86.222916
7979,153.9591914,97.935541,-118.794202
7980,112.4749283,52.822283,-99.299627
7981,170.4474197,52.301016,-162.224926
7982,157.3059407,57.098948,-146.577178
7983,135.8861422,15.896578,-134.953112
7984,140.2293621,-6.989234,-140.055077
7985,146.5041535,17.533606,-145.451159
7986,139.5331569,-59.610749,-126.15887
7987,136.0542742,-58.636106,-122.770406
7988,122.8346162,-96.632231,-75.832413
7989,159.2846249,-131.637883,-89.683106
7990,137.8938479,-126.810359,-54.16499
7991,93.06985226,-33.866077,-86.689597
7992,79.85326913,-15.280697,-78.377579
7993,13.72288548,13.708552,0.627047
7994,23.11683563,-23.044862,-1.822752
7995,54.60074177,52.7086,-14.249368
7996,70.16559644,18.829298,-67.591926
7997,82.91968578,64.197921,-52.481437
7998,146.9409019,108.744049,-98.824898
7999,122.4166499,62.82302,-105.067142
8000,181.3092956,91.178822,-156.714655
8001,187.2102969,88.492278,-164.975186
8002,166.471311,70.292909,-150.902632
8003,172.0714447,25.96591,-170.10101
8004,129.1667484,-21.8838,-127.299443
8005,155.4720458,-51.960577,-146.532097
8006,173.0644904,-46.729124,-166.636451
8007,176.8086118,-62.196929,-165.507786
8008,130.0171505,-46.498633,-121.418024
8009,116.4222211,-64.909458,-96.64831
8010,113.0685925,-87.357302,-71.785851
8011,89.79157551,-81.937027,-36.726702
8012,55.34830588,-49.899598,-23.947131
8013,39.07390519,-14.17117,-36.413569
8014,51.51455643,-14.530641,-49.422768
8015,85.52919343,52.028682,-67.88416
8016,95.92997206,68.291324,-67.371022
8017,102.425414,91.80629,-45.415532
8018,117.3753995,93.665768,-70.736895
8019,162.2520118,107.86272,-121.207875
8020,113.5829758,50.756588,-101.611324
8021,198.0006422,120.293953,-157.269257
8022,164.4615286,63.391848,-151.753313
8023,190.9074414,56.873793,-182.238917
8024,133.1818511,38.587891,-127.469134
8025,153.3680999,-7.277575,-153.195336
8026,122.5620895,-35.488325,-117.311741
8027,77.96049135,-56.486285,-53.732093
8028,478.5108995,-65.819703,-473.962496
8029,66.07676744,-65.88502,-5.030242
8030,150.1413209,-146.55528,-32.618494
8031,135.8839853,-134.972371,-15.713578
8032,80.69786476,-74.881866,-30.08075
8033,56.51373947,-51.416626,-23.454921
8034,51.37135466,2.979801,-51.28486
8035,19.92286297,-1.700814,-19.850131
8036,50.67662655,34.140821,-37.450298
